ticker,metric,source_fiscal_years,source_year_count,review_pending_fiscal_years,review_pending_year_count,calculation_ready_fiscal_years,calculation_ready_year_count,missing_source_years,earliest_source_year,latest_source_year,coverage_status
TSM,capex_ratio,,0,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,capital_expenditures,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,,2015,2025,CALCULATION_READY_10Y
TSM,cash_and_equivalents,2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,12,,0,2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,12,,2014,2025,CALCULATION_READY_10Y
TSM,cash_ratio,,0,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,current_assets,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,,2016,2025,CALCULATION_READY_10Y
TSM,current_liabilities,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,,2016,2025,CALCULATION_READY_10Y
TSM,current_ratio,,0,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,debt_to_equity,,0,,0,,0,,,,SOURCE_MISSING
TSM,depreciation_amortization,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,2025,1,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024,10,,2015,2025,CALCULATION_READY_10Y
TSM,ebitda,,0,2025,1,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024,10,,,,DERIVED_CALCULATION_READY_10Y
TSM,ebitda_margin,,0,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024,10,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024,,,CALCULATION_READY_10Y
TSM,equity_ratio,,0,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,free_cash_flow,,0,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,,,,DERIVED_CALCULATION_READY_10Y
TSM,free_cash_flow_margin,,0,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,gross_margin,,0,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,gross_profit,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,,2015,2025,CALCULATION_READY_10Y
TSM,inventory,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,,2016,2025,CALCULATION_READY_10Y
TSM,inventory_days,,0,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,inventory_intensity,,0,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,long_term_debt,2020 2021 2022 2023 2024 2025,6,,0,2020 2021 2022 2023 2024 2025,6,,2020,2025,CALCULATION_READY_5Y
TSM,net_debt,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,,0,,,,DERIVED_SEMANTIC_REVIEW_REQUIRED
TSM,net_debt_to_ebitda,,0,,0,,0,,,,DERIVED_UNAVAILABLE
TSM,net_income,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,,2015,2025,CALCULATION_READY_10Y
TSM,net_margin,,0,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,operating_cash_flow,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,,2015,2025,CALCULATION_READY_10Y
TSM,operating_cash_flow_margin,,0,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,operating_income,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,,2015,2025,CALCULATION_READY_10Y
TSM,operating_margin,,0,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,payables_days,,0,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,quick_ratio,,0,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,receivables_days,,0,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,return_on_assets,,0,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,return_on_equity,,0,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,revenue,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,,0,2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,11,,2015,2025,CALCULATION_READY_10Y
TSM,shareholders_equity,2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,12,,0,2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,12,,2014,2025,CALCULATION_READY_10Y
TSM,short_term_debt,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,,0,,2016,2025,SEMANTIC_REVIEW_REQUIRED
TSM,total_assets,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,,2016,2025,CALCULATION_READY_10Y
TSM,total_liabilities,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,,2016,2025,CALCULATION_READY_10Y
TSM,working_capital,,0,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
TSM,working_capital_to_revenue,,0,,0,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,10,2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,accounts_payable,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,,2008,2025,CALCULATION_READY_10Y
ADBE,accounts_receivable,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,,2008,2025,CALCULATION_READY_10Y
ADBE,capex_ratio,,0,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,capital_expenditures,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,,2007,2025,CALCULATION_READY_10Y
ADBE,cash_and_equivalents,2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,20,,0,2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,20,,2006,2025,CALCULATION_READY_10Y
ADBE,cash_ratio,,0,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,current_assets,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,,2008,2025,CALCULATION_READY_10Y
ADBE,current_liabilities,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,,2008,2025,CALCULATION_READY_10Y
ADBE,current_ratio,,0,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,debt,,0,,0,2019 2020 2021 2022 2023 2024 2025,7,,,,DERIVED_CALCULATION_READY_5Y
ADBE,debt_to_equity,,0,,0,2019 2020 2021 2022 2023 2024 2025,7,2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_5Y
ADBE,depreciation_amortization,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,17,2007 2008,2,,2007,2025,SEMANTIC_REVIEW_REQUIRED
ADBE,ebitda,,0,2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,17,2007 2008,2,,,,DERIVED_SEMANTIC_REVIEW_REQUIRED
ADBE,ebitda_margin,,0,,0,2007 2008,2,2007 2008,,,SOURCE_MISSING
ADBE,equity_ratio,,0,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,free_cash_flow,,0,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,,,,DERIVED_CALCULATION_READY_10Y
ADBE,free_cash_flow_margin,,0,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,gross_margin,,0,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,gross_profit,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,,2007,2025,CALCULATION_READY_10Y
ADBE,inventory_days,,0,,0,,0,,,,SOURCE_MISSING
ADBE,inventory_intensity,,0,,0,,0,,,,SOURCE_MISSING
ADBE,long_term_debt,2008 2009 2016 2019 2020 2021 2022 2023 2024 2025,10,2016,1,2008 2009 2019 2020 2021 2022 2023 2024 2025,9,2010 2011 2012 2013 2014 2015 2017 2018,2008,2025,CALCULATION_READY_5Y
ADBE,net_debt,,0,2016,1,2019 2020 2021 2022 2023 2024 2025,7,,,,DERIVED_CALCULATION_READY_5Y
ADBE,net_debt_to_ebitda,,0,,0,,0,,,,DERIVED_UNAVAILABLE
ADBE,net_income,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,,2007,2025,CALCULATION_READY_10Y
ADBE,net_margin,,0,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,operating_cash_flow,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,,2007,2025,CALCULATION_READY_10Y
ADBE,operating_cash_flow_margin,,0,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,operating_income,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,,2007,2025,CALCULATION_READY_10Y
ADBE,operating_margin,,0,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,payables_days,,0,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,quick_ratio,,0,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,receivables_days,,0,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,return_on_assets,,0,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,return_on_equity,,0,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,revenue,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,,0,2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,19,,2007,2025,CALCULATION_READY_10Y
ADBE,shareholders_equity,2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,20,,0,2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,20,,2006,2025,CALCULATION_READY_10Y
ADBE,short_term_debt,2016 2018 2019 2020 2021 2022 2023 2024 2025,9,2016,1,2018 2019 2020 2021 2022 2023 2024 2025,8,2017,2016,2025,CALCULATION_READY_5Y
ADBE,total_assets,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,,2008,2025,CALCULATION_READY_10Y
ADBE,total_liabilities,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,,2008,2025,CALCULATION_READY_10Y
ADBE,working_capital,,0,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
ADBE,working_capital_to_revenue,,0,,0,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,18,2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025,,,CALCULATION_READY_10Y
