ticker,fiscal_year,metric,requirement,final_status,final_provider,final_value,final_currency,final_field,final_filing_date,final_accession,dual_run_classification,sec_value,sec_field,edgartools_value,edgartools_field,reason,dependent_metrics_unavailable
AAPL,2025,accounts_receivable,REQUIRED,PASS,edgartools,39777000000.0,USD,us-gaap:AccountsReceivableNetCurrent,2025-10-31,0000320193-25-000079,VALUE_MATCH,39777000000,us-gaap:AccountsReceivableNetCurrent,39777000000.0,us-gaap:AccountsReceivableNetCurrent,,
AAPL,2025,capital_expenditures,REQUIRED,PASS,edgartools,12715000000.0,USD,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,2025-10-31,0000320193-25-000079,VALUE_MATCH,12715000000,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,12715000000.0,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,,
AAPL,2025,cash_and_equivalents,REQUIRED,PASS,edgartools,35934000000.0,USD,us-gaap:CashAndCashEquivalentsAtCarryingValue,2025-10-31,0000320193-25-000079,VALUE_MATCH,35934000000,us-gaap:CashAndCashEquivalentsAtCarryingValue,35934000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,,
AAPL,2025,current_assets,REQUIRED,PASS,edgartools,147957000000.0,USD,us-gaap:AssetsCurrent,2025-10-31,0000320193-25-000079,VALUE_MATCH,147957000000,us-gaap:AssetsCurrent,147957000000.0,us-gaap:AssetsCurrent,,
AAPL,2025,current_liabilities,REQUIRED,PASS,edgartools,165631000000.0,USD,us-gaap:LiabilitiesCurrent,2025-10-31,0000320193-25-000079,VALUE_MATCH,165631000000,us-gaap:LiabilitiesCurrent,165631000000.0,us-gaap:LiabilitiesCurrent,,
AAPL,2025,depreciation_amortization,REQUIRED,PASS,edgartools,11698000000.0,USD,us-gaap:DepreciationDepletionAndAmortization,2025-10-31,0000320193-25-000079,VALUE_MATCH,11698000000,us-gaap:DepreciationDepletionAndAmortization,11698000000.0,us-gaap:DepreciationDepletionAndAmortization,,
AAPL,2025,gross_profit,REQUIRED,PASS,edgartools,195201000000.0,USD,us-gaap:GrossProfit,2025-10-31,0000320193-25-000079,VALUE_MATCH,195201000000,us-gaap:GrossProfit,195201000000.0,us-gaap:GrossProfit,,
AAPL,2025,inventory,CONDITIONAL,PASS,edgartools,5718000000.0,USD,us-gaap:InventoryNet,2025-10-31,0000320193-25-000079,VALUE_MATCH,5718000000,us-gaap:InventoryNet,5718000000.0,us-gaap:InventoryNet,,
AAPL,2025,long_term_debt,REQUIRED,PASS,edgartools,78328000000.0,USD,us-gaap:LongTermDebtNoncurrent,2025-10-31,0000320193-25-000079,VALUE_MATCH,78328000000,us-gaap:LongTermDebtNoncurrent,78328000000.0,us-gaap:LongTermDebtNoncurrent,,
AAPL,2025,net_income,REQUIRED,PASS,edgartools,112010000000.0,USD,us-gaap:NetIncomeLoss,2025-10-31,0000320193-25-000079,VALUE_MATCH,112010000000,us-gaap:NetIncomeLoss,112010000000.0,us-gaap:NetIncomeLoss,,
AAPL,2025,operating_cash_flow,REQUIRED,PASS,edgartools,111482000000.0,USD,us-gaap:NetCashProvidedByUsedInOperatingActivities,2025-10-31,0000320193-25-000079,VALUE_MATCH,111482000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,111482000000.0,us-gaap:NetCashProvidedByUsedInOperatingActivities,,
AAPL,2025,operating_income,REQUIRED,PASS,edgartools,133050000000.0,USD,us-gaap:OperatingIncomeLoss,2025-10-31,0000320193-25-000079,VALUE_MATCH,133050000000,us-gaap:OperatingIncomeLoss,133050000000.0,us-gaap:OperatingIncomeLoss,,
AAPL,2025,ppe_net,REQUIRED,PASS,edgartools,49834000000.0,USD,us-gaap:PropertyPlantAndEquipmentNet,2025-10-31,0000320193-25-000079,VALUE_MATCH,49834000000,us-gaap:PropertyPlantAndEquipmentNet,49834000000.0,us-gaap:PropertyPlantAndEquipmentNet,,
AAPL,2025,revenue,REQUIRED,PASS,edgartools,416161000000.0,USD,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,2025-10-31,0000320193-25-000079,VALUE_MATCH,416161000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,416161000000.0,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,,
AAPL,2025,shareholders_equity,REQUIRED,PASS,edgartools,73733000000.0,USD,us-gaap:StockholdersEquity,2025-10-31,0000320193-25-000079,VALUE_MATCH,73733000000,us-gaap:StockholdersEquity,73733000000.0,us-gaap:StockholdersEquity,,
AAPL,2025,short_term_debt,REQUIRED,PASS,edgartools,12350000000.0,USD,aggregation:us-gaap:LongTermDebtCurrent,2025-10-31,0000320193-25-000079,VALUE_MATCH,12350000000,aggregation:us-gaap:LongTermDebtCurrent,12350000000.0,aggregation:us-gaap:LongTermDebtCurrent,,
AAPL,2025,total_assets,REQUIRED,PASS,edgartools,359241000000.0,USD,us-gaap:Assets,2025-10-31,0000320193-25-000079,VALUE_MATCH,359241000000,us-gaap:Assets,359241000000.0,us-gaap:Assets,,
AAPL,2025,total_liabilities,REQUIRED,PASS,edgartools,285508000000.0,USD,us-gaap:Liabilities,2025-10-31,0000320193-25-000079,VALUE_MATCH,285508000000,us-gaap:Liabilities,285508000000.0,us-gaap:Liabilities,,
MSFT,2024,accounts_payable,REQUIRED,PASS,edgartools,21996000000.0,USD,us-gaap:AccountsPayableCurrent,2025-07-30,0000950170-25-100235,VALUE_MATCH,21996000000,us-gaap:AccountsPayableCurrent,21996000000.0,us-gaap:AccountsPayableCurrent,,
MSFT,2024,accounts_receivable,REQUIRED,PASS,edgartools,56924000000.0,USD,us-gaap:AccountsReceivableNetCurrent,2025-07-30,0000950170-25-100235,VALUE_MATCH,56924000000,us-gaap:AccountsReceivableNetCurrent,56924000000.0,us-gaap:AccountsReceivableNetCurrent,,
MSFT,2024,capital_expenditures,REQUIRED,PASS,edgartools,44477000000.0,USD,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,2026-07-29,0001193125-26-323660,VALUE_MATCH,44477000000,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,44477000000.0,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,,
MSFT,2024,cash_and_equivalents,REQUIRED,PASS,edgartools,18315000000.0,USD,us-gaap:CashAndCashEquivalentsAtCarryingValue,2025-07-30,0000950170-25-100235,VALUE_MATCH,18315000000,us-gaap:CashAndCashEquivalentsAtCarryingValue,18315000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,,
MSFT,2024,current_assets,REQUIRED,PASS,edgartools,159734000000.0,USD,us-gaap:AssetsCurrent,2025-07-30,0000950170-25-100235,VALUE_MATCH,159734000000,us-gaap:AssetsCurrent,159734000000.0,us-gaap:AssetsCurrent,,
MSFT,2024,current_liabilities,REQUIRED,PASS,edgartools,125286000000.0,USD,us-gaap:LiabilitiesCurrent,2025-07-30,0000950170-25-100235,VALUE_MATCH,125286000000,us-gaap:LiabilitiesCurrent,125286000000.0,us-gaap:LiabilitiesCurrent,,
MSFT,2024,depreciation_amortization,REQUIRED,PASS,edgartools,20000000000.0,USD,aggregation:us-gaap:Depreciation+us-gaap:AmortizationOfIntangibleAssets,2026-07-29,0001193125-26-323660,VALUE_MATCH,20000000000,aggregation:us-gaap:Depreciation+us-gaap:AmortizationOfIntangibleAssets,20000000000.0,aggregation:us-gaap:Depreciation+us-gaap:AmortizationOfIntangibleAssets,,
MSFT,2024,gross_profit,REQUIRED,PASS,edgartools,171008000000.0,USD,us-gaap:GrossProfit,2026-07-29,0001193125-26-323660,VALUE_MATCH,171008000000,us-gaap:GrossProfit,171008000000.0,us-gaap:GrossProfit,,
MSFT,2024,inventory,CONDITIONAL,PASS,edgartools,1246000000.0,USD,us-gaap:InventoryNet,2025-07-30,0000950170-25-100235,VALUE_MATCH,1246000000,us-gaap:InventoryNet,1246000000.0,us-gaap:InventoryNet,,
MSFT,2024,long_term_debt,REQUIRED,PASS,edgartools,42688000000.0,USD,us-gaap:LongTermDebtNoncurrent,2025-07-30,0000950170-25-100235,VALUE_MATCH,42688000000,us-gaap:LongTermDebtNoncurrent,42688000000.0,us-gaap:LongTermDebtNoncurrent,,
MSFT,2024,net_income,REQUIRED,PASS,edgartools,88136000000.0,USD,us-gaap:NetIncomeLoss,2026-07-29,0001193125-26-323660,VALUE_MATCH,88136000000,us-gaap:NetIncomeLoss,88136000000.0,us-gaap:NetIncomeLoss,,
MSFT,2024,operating_cash_flow,REQUIRED,PASS,edgartools,118548000000.0,USD,us-gaap:NetCashProvidedByUsedInOperatingActivities,2026-07-29,0001193125-26-323660,VALUE_MATCH,118548000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,118548000000.0,us-gaap:NetCashProvidedByUsedInOperatingActivities,,
MSFT,2024,operating_income,REQUIRED,PASS,edgartools,109433000000.0,USD,us-gaap:OperatingIncomeLoss,2026-07-29,0001193125-26-323660,VALUE_MATCH,109433000000,us-gaap:OperatingIncomeLoss,109433000000.0,us-gaap:OperatingIncomeLoss,,
MSFT,2024,ppe_net,REQUIRED,PASS,edgartools,135591000000.0,USD,us-gaap:PropertyPlantAndEquipmentNet,2025-07-30,0000950170-25-100235,VALUE_MATCH,135591000000,us-gaap:PropertyPlantAndEquipmentNet,135591000000.0,us-gaap:PropertyPlantAndEquipmentNet,,
MSFT,2024,revenue,REQUIRED,PASS,edgartools,245122000000.0,USD,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,2026-07-29,0001193125-26-323660,VALUE_MATCH,245122000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,245122000000.0,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,,
MSFT,2024,shareholders_equity,REQUIRED,PASS,edgartools,268477000000.0,USD,us-gaap:StockholdersEquity,2026-07-29,0001193125-26-323660,VALUE_MATCH,268477000000,us-gaap:StockholdersEquity,268477000000.0,us-gaap:StockholdersEquity,,
MSFT,2024,short_term_debt,REQUIRED,PASS,edgartools,2249000000.0,USD,aggregation:us-gaap:LongTermDebtCurrent,2025-07-30,0000950170-25-100235,VALUE_MATCH,2249000000,aggregation:us-gaap:LongTermDebtCurrent,2249000000.0,aggregation:us-gaap:LongTermDebtCurrent,,
MSFT,2024,total_assets,REQUIRED,PASS,edgartools,512163000000.0,USD,us-gaap:Assets,2025-07-30,0000950170-25-100235,VALUE_MATCH,512163000000,us-gaap:Assets,512163000000.0,us-gaap:Assets,,
MSFT,2024,total_liabilities,REQUIRED,PASS,edgartools,243686000000.0,USD,us-gaap:Liabilities,2025-07-30,0000950170-25-100235,VALUE_MATCH,243686000000,us-gaap:Liabilities,243686000000.0,us-gaap:Liabilities,,
MSFT,2025,accounts_payable,REQUIRED,PASS,edgartools,27724000000.0,USD,us-gaap:AccountsPayableCurrent,2026-07-29,0001193125-26-323660,VALUE_MATCH,27724000000,us-gaap:AccountsPayableCurrent,27724000000.0,us-gaap:AccountsPayableCurrent,,
MSFT,2025,accounts_receivable,REQUIRED,PASS,edgartools,69905000000.0,USD,us-gaap:AccountsReceivableNetCurrent,2026-07-29,0001193125-26-323660,VALUE_MATCH,69905000000,us-gaap:AccountsReceivableNetCurrent,69905000000.0,us-gaap:AccountsReceivableNetCurrent,,
MSFT,2025,capital_expenditures,REQUIRED,PASS,edgartools,64551000000.0,USD,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,2026-07-29,0001193125-26-323660,VALUE_MATCH,64551000000,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,64551000000.0,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,,
MSFT,2025,cash_and_equivalents,REQUIRED,PASS,edgartools,30242000000.0,USD,us-gaap:CashAndCashEquivalentsAtCarryingValue,2026-07-29,0001193125-26-323660,VALUE_MATCH,30242000000,us-gaap:CashAndCashEquivalentsAtCarryingValue,30242000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,,
MSFT,2025,current_assets,REQUIRED,PASS,edgartools,191131000000.0,USD,us-gaap:AssetsCurrent,2026-07-29,0001193125-26-323660,VALUE_MATCH,191131000000,us-gaap:AssetsCurrent,191131000000.0,us-gaap:AssetsCurrent,,
MSFT,2025,current_liabilities,REQUIRED,PASS,edgartools,141218000000.0,USD,us-gaap:LiabilitiesCurrent,2026-07-29,0001193125-26-323660,VALUE_MATCH,141218000000,us-gaap:LiabilitiesCurrent,141218000000.0,us-gaap:LiabilitiesCurrent,,
MSFT,2025,depreciation_amortization,REQUIRED,PASS,edgartools,28000000000.0,USD,aggregation:us-gaap:Depreciation+us-gaap:AmortizationOfIntangibleAssets,2026-07-29,0001193125-26-323660,VALUE_MATCH,28000000000,aggregation:us-gaap:Depreciation+us-gaap:AmortizationOfIntangibleAssets,28000000000.0,aggregation:us-gaap:Depreciation+us-gaap:AmortizationOfIntangibleAssets,,
MSFT,2025,gross_profit,REQUIRED,PASS,edgartools,193893000000.0,USD,us-gaap:GrossProfit,2026-07-29,0001193125-26-323660,VALUE_MATCH,193893000000,us-gaap:GrossProfit,193893000000.0,us-gaap:GrossProfit,,
MSFT,2025,inventory,CONDITIONAL,PASS,edgartools,938000000.0,USD,us-gaap:InventoryNet,2026-07-29,0001193125-26-323660,VALUE_MATCH,938000000,us-gaap:InventoryNet,938000000.0,us-gaap:InventoryNet,,
MSFT,2025,long_term_debt,REQUIRED,PASS,edgartools,40152000000.0,USD,us-gaap:LongTermDebtNoncurrent,2026-07-29,0001193125-26-323660,VALUE_MATCH,40152000000,us-gaap:LongTermDebtNoncurrent,40152000000.0,us-gaap:LongTermDebtNoncurrent,,
MSFT,2025,net_income,REQUIRED,PASS,edgartools,101832000000.0,USD,us-gaap:NetIncomeLoss,2026-07-29,0001193125-26-323660,VALUE_MATCH,101832000000,us-gaap:NetIncomeLoss,101832000000.0,us-gaap:NetIncomeLoss,,
MSFT,2025,operating_cash_flow,REQUIRED,PASS,edgartools,136162000000.0,USD,us-gaap:NetCashProvidedByUsedInOperatingActivities,2026-07-29,0001193125-26-323660,VALUE_MATCH,136162000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,136162000000.0,us-gaap:NetCashProvidedByUsedInOperatingActivities,,
MSFT,2025,operating_income,REQUIRED,PASS,edgartools,128528000000.0,USD,us-gaap:OperatingIncomeLoss,2026-07-29,0001193125-26-323660,VALUE_MATCH,128528000000,us-gaap:OperatingIncomeLoss,128528000000.0,us-gaap:OperatingIncomeLoss,,
MSFT,2025,ppe_net,REQUIRED,PASS,edgartools,204966000000.0,USD,us-gaap:PropertyPlantAndEquipmentNet,2026-07-29,0001193125-26-323660,VALUE_MATCH,204966000000,us-gaap:PropertyPlantAndEquipmentNet,204966000000.0,us-gaap:PropertyPlantAndEquipmentNet,,
MSFT,2025,revenue,REQUIRED,PASS,edgartools,281724000000.0,USD,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,2026-07-29,0001193125-26-323660,VALUE_MATCH,281724000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,281724000000.0,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,,
MSFT,2025,shareholders_equity,REQUIRED,PASS,edgartools,343479000000.0,USD,us-gaap:StockholdersEquity,2026-07-29,0001193125-26-323660,VALUE_MATCH,343479000000,us-gaap:StockholdersEquity,343479000000.0,us-gaap:StockholdersEquity,,
MSFT,2025,short_term_debt,REQUIRED,PASS,edgartools,2999000000.0,USD,aggregation:us-gaap:LongTermDebtCurrent,2026-07-29,0001193125-26-323660,VALUE_MATCH,2999000000,aggregation:us-gaap:LongTermDebtCurrent,2999000000.0,aggregation:us-gaap:LongTermDebtCurrent,,
MSFT,2025,total_assets,REQUIRED,PASS,edgartools,619003000000.0,USD,us-gaap:Assets,2026-07-29,0001193125-26-323660,VALUE_MATCH,619003000000,us-gaap:Assets,619003000000.0,us-gaap:Assets,,
MSFT,2025,total_liabilities,REQUIRED,PASS,edgartools,275524000000.0,USD,us-gaap:Liabilities,2026-07-29,0001193125-26-323660,VALUE_MATCH,275524000000,us-gaap:Liabilities,275524000000.0,us-gaap:Liabilities,,
MSFT,2026,accounts_payable,REQUIRED,PASS,edgartools,42416000000.0,USD,us-gaap:AccountsPayableCurrent,2026-07-29,0001193125-26-323660,VALUE_MATCH,42416000000,us-gaap:AccountsPayableCurrent,42416000000.0,us-gaap:AccountsPayableCurrent,,
MSFT,2026,accounts_receivable,REQUIRED,PASS,edgartools,80876000000.0,USD,us-gaap:AccountsReceivableNetCurrent,2026-07-29,0001193125-26-323660,VALUE_MATCH,80876000000,us-gaap:AccountsReceivableNetCurrent,80876000000.0,us-gaap:AccountsReceivableNetCurrent,,
MSFT,2026,capital_expenditures,REQUIRED,PASS,edgartools,115948000000.0,USD,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,2026-07-29,0001193125-26-323660,VALUE_MATCH,115948000000,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,115948000000.0,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,,
MSFT,2026,cash_and_equivalents,REQUIRED,PASS,edgartools,20935000000.0,USD,us-gaap:CashAndCashEquivalentsAtCarryingValue,2026-07-29,0001193125-26-323660,VALUE_MATCH,20935000000,us-gaap:CashAndCashEquivalentsAtCarryingValue,20935000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,,
MSFT,2026,current_assets,REQUIRED,PASS,edgartools,207710000000.0,USD,us-gaap:AssetsCurrent,2026-07-29,0001193125-26-323660,VALUE_MATCH,207710000000,us-gaap:AssetsCurrent,207710000000.0,us-gaap:AssetsCurrent,,
MSFT,2026,current_liabilities,REQUIRED,PASS,edgartools,168825000000.0,USD,us-gaap:LiabilitiesCurrent,2026-07-29,0001193125-26-323660,VALUE_MATCH,168825000000,us-gaap:LiabilitiesCurrent,168825000000.0,us-gaap:LiabilitiesCurrent,,
MSFT,2026,depreciation_amortization,REQUIRED,PASS,edgartools,39000000000.0,USD,aggregation:us-gaap:Depreciation+us-gaap:AmortizationOfIntangibleAssets,2026-07-29,0001193125-26-323660,VALUE_MATCH,39000000000,aggregation:us-gaap:Depreciation+us-gaap:AmortizationOfIntangibleAssets,39000000000.0,aggregation:us-gaap:Depreciation+us-gaap:AmortizationOfIntangibleAssets,,
MSFT,2026,gross_profit,REQUIRED,PASS,edgartools,225465000000.0,USD,us-gaap:GrossProfit,2026-07-29,0001193125-26-323660,VALUE_MATCH,225465000000,us-gaap:GrossProfit,225465000000.0,us-gaap:GrossProfit,,
MSFT,2026,inventory,CONDITIONAL,PASS,edgartools,1397000000.0,USD,us-gaap:InventoryNet,2026-07-29,0001193125-26-323660,VALUE_MATCH,1397000000,us-gaap:InventoryNet,1397000000.0,us-gaap:InventoryNet,,
MSFT,2026,long_term_debt,REQUIRED,PASS,edgartools,31067000000.0,USD,us-gaap:LongTermDebtNoncurrent,2026-07-29,0001193125-26-323660,VALUE_MATCH,31067000000,us-gaap:LongTermDebtNoncurrent,31067000000.0,us-gaap:LongTermDebtNoncurrent,,
MSFT,2026,net_income,REQUIRED,PASS,edgartools,133749000000.0,USD,us-gaap:NetIncomeLoss,2026-07-29,0001193125-26-323660,VALUE_MATCH,133749000000,us-gaap:NetIncomeLoss,133749000000.0,us-gaap:NetIncomeLoss,,
MSFT,2026,operating_cash_flow,REQUIRED,PASS,edgartools,182935000000.0,USD,us-gaap:NetCashProvidedByUsedInOperatingActivities,2026-07-29,0001193125-26-323660,VALUE_MATCH,182935000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,182935000000.0,us-gaap:NetCashProvidedByUsedInOperatingActivities,,
MSFT,2026,operating_income,REQUIRED,PASS,edgartools,155237000000.0,USD,us-gaap:OperatingIncomeLoss,2026-07-29,0001193125-26-323660,VALUE_MATCH,155237000000,us-gaap:OperatingIncomeLoss,155237000000.0,us-gaap:OperatingIncomeLoss,,
MSFT,2026,ppe_net,REQUIRED,PASS,edgartools,313076000000.0,USD,us-gaap:PropertyPlantAndEquipmentNet,2026-07-29,0001193125-26-323660,VALUE_MATCH,313076000000,us-gaap:PropertyPlantAndEquipmentNet,313076000000.0,us-gaap:PropertyPlantAndEquipmentNet,,
MSFT,2026,revenue,REQUIRED,PASS,edgartools,331839000000.0,USD,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,2026-07-29,0001193125-26-323660,VALUE_MATCH,331839000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,331839000000.0,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,,
MSFT,2026,shareholders_equity,REQUIRED,PASS,edgartools,442387000000.0,USD,us-gaap:StockholdersEquity,2026-07-29,0001193125-26-323660,VALUE_MATCH,442387000000,us-gaap:StockholdersEquity,442387000000.0,us-gaap:StockholdersEquity,,
MSFT,2026,short_term_debt,REQUIRED,PASS,edgartools,9227000000.0,USD,aggregation:us-gaap:LongTermDebtCurrent,2026-07-29,0001193125-26-323660,VALUE_MATCH,9227000000,aggregation:us-gaap:LongTermDebtCurrent,9227000000.0,aggregation:us-gaap:LongTermDebtCurrent,,
MSFT,2026,total_assets,REQUIRED,PASS,edgartools,758376000000.0,USD,us-gaap:Assets,2026-07-29,0001193125-26-323660,VALUE_MATCH,758376000000,us-gaap:Assets,758376000000.0,us-gaap:Assets,,
MSFT,2026,total_liabilities,REQUIRED,PASS,edgartools,315989000000.0,USD,us-gaap:Liabilities,2026-07-29,0001193125-26-323660,VALUE_MATCH,315989000000,us-gaap:Liabilities,315989000000.0,us-gaap:Liabilities,,
TSM,2023,accounts_payable,REQUIRED,PASS,edgartools,57293100000.0,TWD,aggregation:ifrs-full:TradeAndOtherCurrentPayablesToTradeSuppliers+ifrs-full:TradeAndOtherCurrentPayablesToRelatedParties,2025-04-17,0001193125-25-083423,VALUE_MATCH,57293100000,aggregation:ifrs-full:TradeAndOtherCurrentPayablesToTradeSuppliers+ifrs-full:TradeAndOtherCurrentPayablesToRelatedParties,57293100000.0,aggregation:ifrs-full:TradeAndOtherCurrentPayablesToTradeSuppliers+ifrs-full:TradeAndOtherCurrentPayablesToRelatedParties,,
TSM,2023,accounts_receivable,REQUIRED,PASS,edgartools,201313900000.0,TWD,ifrs-full:CurrentTradeReceivables,2025-04-17,0001193125-25-083423,VALUE_MATCH,201313900000,ifrs-full:CurrentTradeReceivables,201313900000.0,ifrs-full:CurrentTradeReceivables,,
TSM,2023,capital_expenditures,REQUIRED,PASS,edgartools,949816800000.0,TWD,ifrs-full:PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,2025-04-17,0001193125-25-083423,VALUE_MATCH,949816800000,ifrs-full:PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,949816800000.0,ifrs-full:PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,,
TSM,2023,cash_and_equivalents,REQUIRED,PASS,edgartools,1465427800000.0,TWD,ifrs-full:CashAndCashEquivalents,2025-04-17,0001193125-25-083423,VALUE_MATCH,1465427800000,ifrs-full:CashAndCashEquivalents,1465427800000.0,ifrs-full:CashAndCashEquivalents,,
TSM,2023,current_assets,REQUIRED,PASS,edgartools,2194032900000.0,TWD,ifrs-full:CurrentAssets,2025-04-17,0001193125-25-083423,VALUE_MATCH,2194032900000,ifrs-full:CurrentAssets,2194032900000.0,ifrs-full:CurrentAssets,,
TSM,2023,current_liabilities,REQUIRED,PASS,edgartools,942805100000.0,TWD,ifrs-full:CurrentLiabilities,2025-04-17,0001193125-25-083423,VALUE_MATCH,942805100000,ifrs-full:CurrentLiabilities,942805100000.0,ifrs-full:CurrentLiabilities,,
TSM,2023,depreciation_amortization,REQUIRED,PASS,edgartools,532190900000.0,TWD,aggregation:ifrs-full:DepreciationExpense+ifrs-full:AmortisationExpense,2025-04-17,0001193125-25-083423,VALUE_MATCH,532190900000,aggregation:ifrs-full:DepreciationExpense+ifrs-full:AmortisationExpense,532190900000.0,aggregation:ifrs-full:DepreciationExpense+ifrs-full:AmortisationExpense,,
TSM,2023,gross_profit,REQUIRED,PASS,edgartools,1175110600000.0,TWD,ifrs-full:GrossProfit,2025-04-17,0001193125-25-083423,VALUE_MATCH,1175110600000,ifrs-full:GrossProfit,1175110600000.0,ifrs-full:GrossProfit,,
TSM,2023,inventory,CONDITIONAL,PASS,edgartools,250997100000.0,TWD,ifrs-full:Inventories,2025-04-17,0001193125-25-083423,VALUE_MATCH,250997100000,ifrs-full:Inventories,250997100000.0,ifrs-full:Inventories,,
TSM,2023,long_term_debt,REQUIRED,PASS,edgartools,4383000000.0,TWD,ifrs-full:LongtermBorrowings,2025-04-17,0001193125-25-083423,VALUE_MATCH,4383000000,ifrs-full:LongtermBorrowings,4383000000.0,ifrs-full:LongtermBorrowings,,
TSM,2023,net_income,REQUIRED,PASS,edgartools,851027700000.0,TWD,ifrs-full:ProfitLoss,2025-04-17,0001193125-25-083423,VALUE_MATCH,851027700000,ifrs-full:ProfitLoss,851027700000.0,ifrs-full:ProfitLoss,,
TSM,2023,operating_cash_flow,REQUIRED,PASS,edgartools,1241967300000.0,TWD,ifrs-full:CashFlowsFromUsedInOperatingActivities,2025-04-17,0001193125-25-083423,VALUE_MATCH,1241967300000,ifrs-full:CashFlowsFromUsedInOperatingActivities,1241967300000.0,ifrs-full:CashFlowsFromUsedInOperatingActivities,,
TSM,2023,operating_income,REQUIRED,PASS,edgartools,921465600000.0,TWD,ifrs-full:ProfitLossFromOperatingActivities,2025-04-17,0001193125-25-083423,VALUE_MATCH,921465600000,ifrs-full:ProfitLossFromOperatingActivities,921465600000.0,ifrs-full:ProfitLossFromOperatingActivities,,
TSM,2023,ppe_net,REQUIRED,PASS,edgartools,3064475000000.0,TWD,ifrs-full:PropertyPlantAndEquipment,2025-04-17,0001193125-25-083423,VALUE_MATCH,3064475000000,ifrs-full:PropertyPlantAndEquipment,3064475000000.0,ifrs-full:PropertyPlantAndEquipment,,
TSM,2023,revenue,REQUIRED,PASS,edgartools,2161735800000.0,TWD,ifrs-full:RevenueFromContractsWithCustomers,2025-04-17,0001193125-25-083423,VALUE_MATCH,2161735800000,ifrs-full:RevenueFromContractsWithCustomers,2161735800000.0,ifrs-full:RevenueFromContractsWithCustomers,,
TSM,2023,shareholders_equity,REQUIRED,PASS,edgartools,3453866500000.0,TWD,ifrs-full:Equity,2025-04-17,0001193125-25-083423,VALUE_MATCH,3453866500000,ifrs-full:Equity,3453866500000.0,ifrs-full:Equity,,
TSM,2023,short_term_debt,REQUIRED,PASS,edgartools,9293300000.0,TWD,aggregation:ifrs-full:CurrentPortionOfLongtermBorrowings,2025-04-17,0001193125-25-083423,VALUE_MATCH,9293300000,aggregation:ifrs-full:CurrentPortionOfLongtermBorrowings,9293300000.0,aggregation:ifrs-full:CurrentPortionOfLongtermBorrowings,,
TSM,2023,total_assets,REQUIRED,PASS,edgartools,5532196600000.0,TWD,ifrs-full:Assets,2025-04-17,0001193125-25-083423,VALUE_MATCH,5532196600000,ifrs-full:Assets,5532196600000.0,ifrs-full:Assets,,
TSM,2023,total_liabilities,REQUIRED,PASS,edgartools,2078330100000.0,TWD,ifrs-full:Liabilities,2025-04-17,0001193125-25-083423,VALUE_MATCH,2078330100000,ifrs-full:Liabilities,2078330100000.0,ifrs-full:Liabilities,,
TSM,2024,accounts_payable,REQUIRED,PASS,edgartools,74226600000.0,TWD,aggregation:ifrs-full:TradeAndOtherCurrentPayablesToTradeSuppliers+ifrs-full:TradeAndOtherCurrentPayablesToRelatedParties,2025-04-17,0001193125-25-083423,VALUE_MATCH,74226600000,aggregation:ifrs-full:TradeAndOtherCurrentPayablesToTradeSuppliers+ifrs-full:TradeAndOtherCurrentPayablesToRelatedParties,74226600000.0,aggregation:ifrs-full:TradeAndOtherCurrentPayablesToTradeSuppliers+ifrs-full:TradeAndOtherCurrentPayablesToRelatedParties,,
