ticker,stage,status,snapshot_id,engine_version,inputs_hash,warnings,blockers
TSM,CALCULATION,REVIEW_REQUIRED,723c6cde053a272b9ffddf706d8bfbc0033748509f6771355a367d03cb0bf1d2,calc-v1.0,b85279831fa21a63fcf81714c064493bd22d572f85540e778a568394652564e5,2014:gross_margin:MISSING_INPUT; 2014:operating_margin:MISSING_INPUT; 2014:net_margin:MISSING_INPUT; 2014:ebitda:MISSING_INPUT; 2014:ebitda_margin:MISSING_INPUT; 2014:return_on_assets:MISSING_INPUT; 2014:return_on_equity:MISSING_INPUT; 2014:equity_ratio:MISSING_INPUT; 2014:debt_to_assets:MISSING_INPUT; 2014:debt_to_equity:MISSING_INPUT; 2014:net_debt:MISSING_INPUT; 2014:net_debt_to_ebitda:MISSING_INPUT; 2014:current_ratio:MISSING_INPUT; 2014:quick_ratio:MISSING_INPUT; 2014:cash_ratio:MISSING_INPUT; 2014:operating_cash_flow_margin:MISSING_INPUT; 2014:capex_ratio:MISSING_INPUT; 2014:free_cash_flow:MISSING_INPUT; 2014:free_cash_flow_margin:MISSING_INPUT; 2014:working_capital:MISSING_INPUT; 2014:working_capital_to_revenue:MISSING_INPUT; 2014:receivables_days:MISSING_INPUT; 2014:payables_days:MISSING_INPUT; 2014:inventory_intensity:MISSING_INPUT; 2014:inventory_days:MISSING_INPUT; 2015:return_on_assets:MISSING_INPUT; 2015:equity_ratio:MISSING_INPUT; 2015:debt_to_assets:MISSING_INPUT; 2015:debt_to_equity:MISSING_INPUT; 2015:net_debt:MISSING_INPUT; 2015:net_debt_to_ebitda:MISSING_INPUT; 2015:current_ratio:MISSING_INPUT; 2015:quick_ratio:MISSING_INPUT; 2015:cash_ratio:MISSING_INPUT; 2015:working_capital:MISSING_INPUT; 2015:working_capital_to_revenue:MISSING_INPUT; 2015:receivables_days:MISSING_INPUT; 2015:payables_days:MISSING_INPUT; 2015:inventory_intensity:MISSING_INPUT; 2015:inventory_days:MISSING_INPUT; 2016:debt_to_assets:MISSING_INPUT; 2016:debt_to_equity:MISSING_INPUT; 2016:net_debt:MISSING_INPUT; 2016:net_debt_to_ebitda:MISSING_INPUT; 2017:debt_to_assets:MISSING_INPUT; 2017:debt_to_equity:MISSING_INPUT; 2017:net_debt:MISSING_INPUT; 2017:net_debt_to_ebitda:MISSING_INPUT; 2018:debt_to_assets:MISSING_INPUT; 2018:debt_to_equity:MISSING_INPUT; 2018:net_debt:MISSING_INPUT; 2018:net_debt_to_ebitda:MISSING_INPUT; 2019:debt_to_assets:MISSING_INPUT; 2019:debt_to_equity:MISSING_INPUT; 2019:net_debt:MISSING_INPUT; 2019:net_debt_to_ebitda:MISSING_INPUT; 2020:debt_to_assets:MISSING_INPUT; 2020:debt_to_equity:MISSING_INPUT; 2020:net_debt:MISSING_INPUT; 2020:net_debt_to_ebitda:MISSING_INPUT; 2021:debt_to_assets:MISSING_INPUT; 2021:debt_to_equity:MISSING_INPUT; 2021:net_debt:MISSING_INPUT; 2021:net_debt_to_ebitda:MISSING_INPUT; 2022:debt_to_assets:MISSING_INPUT; 2022:debt_to_equity:MISSING_INPUT; 2022:net_debt:MISSING_INPUT; 2022:net_debt_to_ebitda:MISSING_INPUT; 2023:debt_to_assets:MISSING_INPUT; 2023:debt_to_equity:MISSING_INPUT; 2023:net_debt:MISSING_INPUT; 2023:net_debt_to_ebitda:MISSING_INPUT; 2024:debt_to_assets:MISSING_INPUT; 2024:debt_to_equity:MISSING_INPUT; 2024:net_debt:MISSING_INPUT; 2024:net_debt_to_ebitda:MISSING_INPUT; 2025:ebitda:MISSING_INPUT; 2025:ebitda_margin:MISSING_INPUT; 2025:debt_to_assets:MISSING_INPUT; 2025:debt_to_equity:MISSING_INPUT; 2025:net_debt:MISSING_INPUT; 2025:net_debt_to_ebitda:MISSING_INPUT,
TSM,HISTORICAL_ANALYSIS,READY,6143aa50000505b1e146976b929a789347ca3ce1c4c840643fda6ba672f5c3b7,historical-v1.0,892dfeeaaa3380c67c54343f3d391a16adef65065127a18d3a8f395dc6882f50,,
TSM,BUSINESS_QUALITY,READY,db3a8177882d49daec37134ca3e0c47356a44097b2f7f5828a08ce715d9d5e60,quality-v1.0,4d0d461a5d03908239a0d033fbc52c974226a1f324f92ffc39571b35d2b66597,,
TSM,MARKET_DATA,REVIEW_REQUIRED,2642032b21519f4ccf10c5a16e2b0d6e4b906637e6f8983d77973f3808c52e0a,market-data-v1.0,8843be9a9980f828e50df0bc655b1f4224e4710e0096a571f34e5c3b7b5771a5|a0f698bcc5d9daebac88804a0694fc773add57ae86a1ffe77be9e13ab0c73fa2,,
TSM,ASSUMPTIONS,REVIEW_REQUIRED,6df88b9e229b462a06468610fdedb59ff31da3729b700450f1d08423e7523d69,assumption-engine-v1.0,fc3fcaa0daaa365e1401faea6d9b3d53af787a9b7c28ef00896f611367f2af2c,,
TSM,VALUATION,READY_FOR_PREVIEW,a34f14c6079e1c832506dd33d28b785fa232fdbac41d11a38b4806c76028d9d7,valuation-v1.0,0feb6864acb7c8b020cb5aa65fcabce62670b534d6128098a89db4d76c4bff47,,
ADBE,FINANCIAL_DATA,REVIEW_REQUIRED,08f779989b24bbdc6d608bf62a0b1ebdf6a86be49711b682318331b87712e986,preferred-data-v1,f0e65d70c922e4c43cb445d374e7544762e208cc3ecd8a2b9609a6f58e1074b7,,2009 depreciation_amortization: primary_semantic_review_required; 2010 depreciation_amortization: primary_semantic_review_required; 2011 depreciation_amortization: primary_semantic_review_required; 2012 depreciation_amortization: primary_semantic_review_required; 2013 depreciation_amortization: primary_semantic_review_required; 2014 depreciation_amortization: primary_semantic_review_required; 2015 depreciation_amortization: primary_semantic_review_required; 2016 depreciation_amortization: primary_semantic_review_required; 2016 long_term_debt: primary_semantic_review_required; 2016 short_term_debt: primary_semantic_review_required; 2017 depreciation_amortization: primary_semantic_review_required; 2018 depreciation_amortization: primary_semantic_review_required; 2019 depreciation_amortization: primary_semantic_review_required; 2020 depreciation_amortization: primary_semantic_review_required; 2021 depreciation_amortization: primary_semantic_review_required; 2022 depreciation_amortization: primary_semantic_review_required; 2023 depreciation_amortization: primary_semantic_review_required; 2024 depreciation_amortization: primary_semantic_review_required; 2025 depreciation_amortization: primary_semantic_review_required
ADBE,CALCULATION,REVIEW_REQUIRED,e533d99e359499939e694e0dc58a69308231a74a367c34dcc62f600811a3641b,calc-v1.0,0e0c29b4b4a2da10e4b01caf6244b5a52c8c14fb5677036a92c858eff9358c6a,2006:gross_margin:MISSING_INPUT; 2006:operating_margin:MISSING_INPUT; 2006:net_margin:MISSING_INPUT; 2006:ebitda:MISSING_INPUT; 2006:ebitda_margin:MISSING_INPUT; 2006:return_on_assets:MISSING_INPUT; 2006:return_on_equity:MISSING_INPUT; 2006:equity_ratio:MISSING_INPUT; 2006:debt_to_assets:MISSING_INPUT; 2006:debt_to_equity:MISSING_INPUT; 2006:net_debt:MISSING_INPUT; 2006:net_debt_to_ebitda:MISSING_INPUT; 2006:current_ratio:MISSING_INPUT; 2006:quick_ratio:MISSING_INPUT; 2006:cash_ratio:MISSING_INPUT; 2006:operating_cash_flow_margin:MISSING_INPUT; 2006:capex_ratio:MISSING_INPUT; 2006:free_cash_flow:MISSING_INPUT; 2006:free_cash_flow_margin:MISSING_INPUT; 2006:working_capital:MISSING_INPUT; 2006:working_capital_to_revenue:MISSING_INPUT; 2006:receivables_days:MISSING_INPUT; 2006:payables_days:MISSING_INPUT; 2006:inventory_intensity:MISSING_INPUT; 2006:inventory_days:MISSING_INPUT; 2007:return_on_assets:MISSING_INPUT; 2007:equity_ratio:MISSING_INPUT; 2007:debt_to_assets:MISSING_INPUT; 2007:debt_to_equity:MISSING_INPUT; 2007:net_debt:MISSING_INPUT; 2007:net_debt_to_ebitda:MISSING_INPUT; 2007:current_ratio:MISSING_INPUT; 2007:quick_ratio:MISSING_INPUT; 2007:cash_ratio:MISSING_INPUT; 2007:working_capital:MISSING_INPUT; 2007:working_capital_to_revenue:MISSING_INPUT; 2007:receivables_days:MISSING_INPUT; 2007:payables_days:MISSING_INPUT; 2007:inventory_intensity:MISSING_INPUT; 2007:inventory_days:MISSING_INPUT; 2008:debt_to_assets:MISSING_INPUT; 2008:debt_to_equity:MISSING_INPUT; 2008:net_debt:MISSING_INPUT; 2008:net_debt_to_ebitda:MISSING_INPUT; 2008:inventory_intensity:MISSING_INPUT; 2008:inventory_days:MISSING_INPUT; 2009:ebitda:MISSING_INPUT; 2009:ebitda_margin:MISSING_INPUT; 2009:debt_to_assets:MISSING_INPUT; 2009:debt_to_equity:MISSING_INPUT; 2009:net_debt:MISSING_INPUT; 2009:net_debt_to_ebitda:MISSING_INPUT; 2009:inventory_intensity:MISSING_INPUT; 2009:inventory_days:MISSING_INPUT; 2010:ebitda:MISSING_INPUT; 2010:ebitda_margin:MISSING_INPUT; 2010:debt_to_assets:MISSING_INPUT; 2010:debt_to_equity:MISSING_INPUT; 2010:net_debt:MISSING_INPUT; 2010:net_debt_to_ebitda:MISSING_INPUT; 2010:inventory_intensity:MISSING_INPUT; 2010:inventory_days:MISSING_INPUT; 2011:ebitda:MISSING_INPUT; 2011:ebitda_margin:MISSING_INPUT; 2011:debt_to_assets:MISSING_INPUT; 2011:debt_to_equity:MISSING_INPUT; 2011:net_debt:MISSING_INPUT; 2011:net_debt_to_ebitda:MISSING_INPUT; 2011:inventory_intensity:MISSING_INPUT; 2011:inventory_days:MISSING_INPUT; 2012:ebitda:MISSING_INPUT; 2012:ebitda_margin:MISSING_INPUT; 2012:debt_to_assets:MISSING_INPUT; 2012:debt_to_equity:MISSING_INPUT; 2012:net_debt:MISSING_INPUT; 2012:net_debt_to_ebitda:MISSING_INPUT; 2012:inventory_intensity:MISSING_INPUT; 2012:inventory_days:MISSING_INPUT; 2013:ebitda:MISSING_INPUT; 2013:ebitda_margin:MISSING_INPUT; 2013:debt_to_assets:MISSING_INPUT; 2013:debt_to_equity:MISSING_INPUT; 2013:net_debt:MISSING_INPUT; 2013:net_debt_to_ebitda:MISSING_INPUT; 2013:inventory_intensity:MISSING_INPUT; 2013:inventory_days:MISSING_INPUT; 2014:ebitda:MISSING_INPUT; 2014:ebitda_margin:MISSING_INPUT; 2014:debt_to_assets:MISSING_INPUT; 2014:debt_to_equity:MISSING_INPUT; 2014:net_debt:MISSING_INPUT; 2014:net_debt_to_ebitda:MISSING_INPUT; 2014:inventory_intensity:MISSING_INPUT; 2014:inventory_days:MISSING_INPUT; 2015:ebitda:MISSING_INPUT; 2015:ebitda_margin:MISSING_INPUT; 2015:debt_to_assets:MISSING_INPUT; 2015:debt_to_equity:MISSING_INPUT; 2015:net_debt:MISSING_INPUT; 2015:net_debt_to_ebitda:MISSING_INPUT; 2015:inventory_intensity:MISSING_INPUT; 2015:inventory_days:MISSING_INPUT; 2016:ebitda:MISSING_INPUT; 2016:ebitda_margin:MISSING_INPUT; 2016:debt_to_assets:MISSING_INPUT; 2016:debt_to_equity:MISSING_INPUT; 2016:net_debt:MISSING_INPUT; 2016:net_debt_to_ebitda:MISSING_INPUT; 2016:inventory_intensity:MISSING_INPUT; 2016:inventory_days:MISSING_INPUT; 2017:ebitda:MISSING_INPUT; 2017:ebitda_margin:MISSING_INPUT; 2017:debt_to_assets:MISSING_INPUT; 2017:debt_to_equity:MISSING_INPUT; 2017:net_debt:MISSING_INPUT; 2017:net_debt_to_ebitda:MISSING_INPUT; 2017:inventory_intensity:MISSING_INPUT; 2017:inventory_days:MISSING_INPUT; 2018:ebitda:MISSING_INPUT; 2018:ebitda_margin:MISSING_INPUT; 2018:debt_to_assets:MISSING_INPUT; 2018:debt_to_equity:MISSING_INPUT; 2018:net_debt:MISSING_INPUT; 2018:net_debt_to_ebitda:MISSING_INPUT; 2018:inventory_intensity:MISSING_INPUT; 2018:inventory_days:MISSING_INPUT; 2019:ebitda:MISSING_INPUT; 2019:ebitda_margin:MISSING_INPUT; 2019:net_debt_to_ebitda:MISSING_INPUT; 2019:inventory_intensity:MISSING_INPUT; 2019:inventory_days:MISSING_INPUT; 2020:ebitda:MISSING_INPUT; 2020:ebitda_margin:MISSING_INPUT; 2020:net_debt_to_ebitda:MISSING_INPUT; 2020:inventory_intensity:MISSING_INPUT; 2020:inventory_days:MISSING_INPUT; 2021:ebitda:MISSING_INPUT; 2021:ebitda_margin:MISSING_INPUT; 2021:net_debt_to_ebitda:MISSING_INPUT; 2021:inventory_intensity:MISSING_INPUT; 2021:inventory_days:MISSING_INPUT; 2022:ebitda:MISSING_INPUT; 2022:ebitda_margin:MISSING_INPUT; 2022:net_debt_to_ebitda:MISSING_INPUT; 2022:inventory_intensity:MISSING_INPUT; 2022:inventory_days:MISSING_INPUT; 2023:ebitda:MISSING_INPUT; 2023:ebitda_margin:MISSING_INPUT; 2023:net_debt_to_ebitda:MISSING_INPUT; 2023:inventory_intensity:MISSING_INPUT; 2023:inventory_days:MISSING_INPUT; 2024:ebitda:MISSING_INPUT; 2024:ebitda_margin:MISSING_INPUT; 2024:net_debt_to_ebitda:MISSING_INPUT; 2024:inventory_intensity:MISSING_INPUT; 2024:inventory_days:MISSING_INPUT; 2025:ebitda:MISSING_INPUT; 2025:ebitda_margin:MISSING_INPUT; 2025:net_debt_to_ebitda:MISSING_INPUT; 2025:inventory_intensity:MISSING_INPUT; 2025:inventory_days:MISSING_INPUT,
ADBE,HISTORICAL_ANALYSIS,READY,0ced5102fd8129829a90057d69fcf647ab59f00a2eacdc062646d4913407d9ef,historical-v1.0,cd84cdaa7996659e341b8fd8236fcf9c4a5fe77e9a3dbb196770692329dc3a2a,,
ADBE,BUSINESS_QUALITY,READY,a5a97a4aa0a824ab8244be80af8461985c2ba5b4989b3d146b2b04525dbddcd9,quality-v1.0,b29d72f555b6b9bdc8ee5129b0d1b96a2e75d100500de6f4a9a22ad5e20556b8,,
ADBE,MARKET_DATA,READY,84d521959a3209797b60987071da7a18a21c14cca29982208119af4802490c02,market-data-v1.0,0c259b2809eeff13d1d981664a2d85a5b35b0d1542d59deb8261493a238f4043|46bd386ad1bd1bf53d8ad24b9e96a424c670a0892e997f801035b8d83ce393b3,,
ADBE,ASSUMPTIONS,REVIEW_REQUIRED,81e721a604920d3f96d4f220b34d6376251621c55bfd731abeed4a4a677498db,assumption-engine-v1.0,2becf459c9888918010070a38189961a3ed8522ae3784df17b383896d2c62967,,
ADBE,VALUATION,READY_FOR_PREVIEW,843615caad76ed9e10773d31640fc6477e5bf7dd01ec2af71aced1da9443b9d8,valuation-v1.0,55df7910a07edec072830cf79331a47be6c6700007188a82e365d1dc1cac1cbf,,
